product,issue,table,category,code,desc_c,desc_e
HKMDS,202008,T1101B,other_info,note_4,(註釋 4) 專科門診（臨床）就診人次也包括專科護士診所的就診人次。,(note 4) Specialist outpatient (SOP) (clinical) attendances also include attendances from nurse clinic in SOP setting.
HKMDS,202008,T1101B,other_info,note_5,(註釋 5) 專職醫療（門診）就診人次不包括由醫務社會服務部提供的跟進個案。,(note 5) Allied Health (outpatient) attendances exclude follow-up consultations provided by the Medical Social Services Units.
HKMDS,202008,T1101B,other_info,note_6,(註釋 6) 就診人次包括首次及覆診個案。,(note 6) Attendances figures include first and follow-up cases.
HKMDS,202008,T1101B,note_figure,(#),臨時數字,Provisional figures
HKMDS,202008,T1101B,other_info,source,醫院管理局,Hospital Authority
HKMDS,202008,T1102,table,T1102,表11.2：已呈報的傳染病,Table 11.2 : Notified infectious diseases
HKMDS,202008,T1102,stat,M110201,已呈報的傳染病宗數,Number of notified infectious diseases
HKMDS,202008,T1102,stat,M110202,已呈報的傳染病受影響人數,Persons affected by notified infectious diseases
HKMDS,202008,T1102,stat,M110203,已呈報的傳染病死亡人數,Deaths by notified infectious diseases
HKMDS,202008,T1102,class1,noti,呈報個案,Notifications
HKMDS,202008,T1102,class1_code,noti_01,阿米巴痢疾,Amoebic dysentery
HKMDS,202008,T1102,class1_code,noti_02,桿菌痢疾,Bacillary dysentery
HKMDS,202008,T1102,class1_code,noti_03,肉毒中毒,Botulism
HKMDS,202008,T1102,class1_code,noti_04,水痘,Chickenpox
HKMDS,202008,T1102,class1_code,noti_05,基孔肯雅熱,Chikungunya fever
HKMDS,202008,T1102,class1_code,noti_06,霍亂,Cholera
HKMDS,202008,T1102,class1_code,noti_07,社區型耐甲氧西林金黃葡萄球菌感染,Community-associated methicillin-resistant Staphylococcus aureus infection
HKMDS,202008,T1102,class1_code,noti_08,克雅二氏症,Creutzfeldt-Jakob disease
HKMDS,202008,T1102,class1_code,noti_09,登革熱,Dengue fever
HKMDS,202008,T1102,class1_code,noti_10,腸病毒71型感染,Enterovirus 71 infection
HKMDS,202008,T1102,class1_code,noti_11,食物中毒,Food poisoning
HKMDS,202008,T1102,class1_code,noti_12,乙型流感嗜血桿菌感染 (侵入性),Haemophilus influenzae type b infection (invasive)
HKMDS,202008,T1102,class1_code,noti_13,漢坦病毒感染,Hantavirus infection
HKMDS,202008,T1102,class1_code,noti_14,侵入性肺炎球菌病,Invasive pneumococcal disease
HKMDS,202008,T1102,class1_code,noti_15,日本腦炎,Japanese encephalitis
HKMDS,202008,T1102,class1_code,noti_16,退伍軍人病,Legionnaires' disease
HKMDS,202008,T1102,class1_code,noti_17,麻風,Leprosy
HKMDS,202008,T1102,class1_code,noti_18,鈎端螺旋體病,Leptospirosis
HKMDS,202008,T1102,class1_code,noti_19,李斯特菌病,Listeriosis
HKMDS,202008,T1102,class1_code,noti_20,瘧疾,Malaria
HKMDS,202008,T1102,class1_code,noti_21,麻疹,Measles
HKMDS,202008,T1102,class1_code,noti_22,腦膜炎雙球菌感染 (侵入性),Meningococcal infection (invasive)
HKMDS,202008,T1102,class1_code,noti_23,流行性腮腺炎,Mumps
HKMDS,202008,T1102,class1_code,noti_24,新型甲型流行性感冒,Novel influenza A infection
HKMDS,202008,T1102,class1_code,noti_25,副傷寒,Paratyphoid fever 
HKMDS,202008,T1102,class1_code,noti_26,鸚鵡熱,Psittacosis
HKMDS,202008,T1102,class1_code,noti_27,寇熱,Q fever
HKMDS,202008,T1102,class1_code,noti_28,風疹(德國麻疹)及先天性風疹綜合症,Rubella and congenital rubella syndrome
HKMDS,202008,T1102,class1_code,noti_29,猩紅熱,Scarlet fever
HKMDS,202008,T1102,class1_code,noti_30,產志賀毒素大腸桿菌感染,Shiga toxin-producing Escherichia coli infection
HKMDS,202008,T1102,class1_code,noti_31,豬鏈球菌感染,Streptococcus suis infection
HKMDS,202008,T1102,class1_code,noti_32,破傷風,Tetanus
HKMDS,202008,T1102,class1_code,noti_33,結核病,Tuberculosis
HKMDS,202008,T1102,class1_code,noti_34,傷寒,Typhoid fever
HKMDS,202008,T1102,class1_code,noti_35,斑疹傷寒及其他立克次體病,Typhus and other rickettsial diseases
HKMDS,202008,T1102,class1_code,noti_36,病毒性肝炎,Viral hepatitis
HKMDS,202008,T1102,class1_code,noti_37,百日咳,Whooping cough
HKMDS,202008,T1102,class1_code,noti_38,寨卡病毒感染,Zika Virus Infection
HKMDS,202008,T1102,class1_code,noti_39,狂犬病,Rabies
HKMDS,202008,T1102,class1_code,noti_40,2019冠狀病毒病 (註釋 1),Coronavirus disease 2019 (COVID-19) (note 1)
HKMDS,202008,T1102,class1_code,noti_tt,總計,Total
HKMDS,202008,T1102,other_info,note_G1,已呈報的傳染病宗數為衞生署截至2020年6月10日所知悉的個案數目。最新數字詳載於衞生防護中心網站 (www.chp.gov.hk)。,Number of notified cases refers to notifications of infectious disease cases known to the Department of Health as of 10 June 2020.  Up-to-date figures are available at the website of the Centre for Health Protection (www.chp.gov.hk).
HKMDS,202008,T1102,other_info,note_G2,在上述時期內，並沒有接獲呈報急性脊髓灰質炎（小兒麻痺）、炭疽、白喉、中東呼吸綜合症、鼠疫、狂犬病、回歸熱、嚴重急性呼吸系統綜合症、天花、病毒性出血熱、西尼羅河病毒感染或黃熱病的個案。,"No case of Acute poliomyelitis, Anthrax, Diphtheria, Middle East Respiratory Syndrome, Plague, Rabies, Relapsing fever, Severe Acute Respiratory Syndrome, Smallpox, Viral haemorrhagic fever, West Nile Virus Infection or Yellow fever was reported during the specified periods."
HKMDS,202008,T1102,other_info,note_G3,死亡數字代表期內在入境事務處登記的死亡人數，而不依據個案呈報衞生署的日期。,"Number of deaths refers to deaths registered at the Immigration Department in the period, irrespective of the date of notification to the Department of Health."
HKMDS,202008,T1102,other_info,note_1,(註釋 1) 由2020年1月8日起，「嚴重新型傳染性病原體呼吸系統病」列為須呈報的傳染病。 而由4月29日起，「嚴重新型傳染性病原體呼吸系統病」已易名為「2019冠狀病毒病」。,(note 1) “Severe Respiratory Disease associated with a Novel Infectious Agent” has been listed as a notifiable infectious disease since 8 January 2020 and renamed as “Coronavirus disease 2019 (COVID-19)” since 29 April 2020.
HKMDS,202008,T1102,other_info,source,衞生署衞生防護中心,"Centre for Health Protection, Department of Health"
HKMDS,202008,T1103,table,T1103,表11.3：綜合社會保障援助計劃,Table 11.3 : Comprehensive Social Security Assistance Scheme
HKMDS,202008,T1103,stat,M110301,綜合社會保障援助計劃的個案數目 (註釋 1),Number of cases of Comprehensive Social Security Assistance Scheme (note 1)
HKMDS,202008,T1103,stat,M110302,綜合社會保障援助計劃的發放款項 [百萬元],Amount of payment of Comprehensive Social Security Assistance Scheme [$ million]
HKMDS,202008,T1103,stat,M110303,綜合社會保障援助計劃的申請個案數目,Number of applications of Comprehensive Social Security Assistance Scheme
HKMDS,202008,T1103,class1,cssa,綜合社會保障援助計劃個案類別,Type of Comprehensive Social Security Assistance Scheme cases
HKMDS,202008,T1103,class1_code,cssa_01,年老,Old age
HKMDS,202008,T1103,class1_code,cssa_02,永久性殘疾,Permanent disability
HKMDS,202008,T1103,class1_code,cssa_03,健康欠佳,Ill-health
HKMDS,202008,T1103,class1_code,cssa_04,單親,Single parent
HKMDS,202008,T1103,class1_code,cssa_05,低收入,Low-earnings
HKMDS,202008,T1103,class1_code,cssa_06,失業,Unemployment
HKMDS,202008,T1103,class1_code,cssa_07,其他,Others
HKMDS,202008,T1103,class1_code,cssa_tt,總計,Total
HKMDS,202008,T1103,other_info,note_1,(註釋 1) 在期末的數目。,(note 1) Figures are as at the end of the period.
HKMDS,202008,T1103,other_info,note_2,(註釋 2) 財政年度由4月1日至3月31日。,(note 2) Financial year runs from 1 April to 31 March.
HKMDS,202008,T1103,note_figure,(3),(註釋 3) 包括於該財政年度向綜援個案額外發放的一個月標準金額。,(note 3) Including the payment of one additional month of standard rates to the Comprehensive Social Security Assistance (CSSA) cases for the respective financial years.
HKMDS,202008,T1103,note_figure,(4),"(註釋 4) 包括於該財政年度向綜援個案額外發放的兩個月標準金額，以及根據關愛共享計劃發放款項以補不足4,000元的差額。","(note 4) Including the payment of two additional months of standard rates and the top-up payment to make up to $4,000 under the Caring and Sharing Scheme to the CSSA cases for the respective financial years."
HKMDS,202008,T1103,note_figure,(5),"(註釋 5) 大部分在2018/19學年向每名有經濟需要學生一次過發放2,000元的津貼已於2018年8月發放。","(note 5) The majority of the one-off grant of $2,000 to each needy student in 2018/19 school year was made in August 2018."
HKMDS,202008,T1103,note_figure,(6),(註釋 6) 大部分於2019-20年度向綜援個案額外發放的一個月標準金額已於2019年6月發放。,(note 6) The majority of the payment of one additional month of standard rates to the CSSA cases for 2019-20 was made in June 2019.
HKMDS,202008,T1103,note_figure,(7),"(註釋 7) 大部分在2019/20學年向每名有經濟需要學生一次過發放2,500元的津貼已於2019年8月發放。","(note 7) The majority of the one-off grant of $2,500 to each needy student in 2019/20 school year was made in August 2019."
HKMDS,202008,T1103,note_figure,(8),(註釋 8) 大部分由財政司司長於2019年8月宣布向綜援個案額外發放的一個月標準金額已於2020年1月發放。,(note 8) The majority of the payment of one additional month of standard rates to the CSSA cases announced by Financial Secretary in August 2019 was made in January 2020.
HKMDS,202008,T1103,note_figure,(9),(註釋 9) 大部分於2020-21年度向綜援個案額外發放的一個月標準金額已於2020年6月發放。,(note 9) The majority of the payment of one additional month of standard rates to the CSSA cases for 2020-21 was made in June 2020.
HKMDS,202008,T1103,other_info,source,社會福利署,Social Welfare Department
HKMDS,202008,T1104,table,T1104,表11.4：公共福利金計劃,Table 11.4 : Social Security Allowance Scheme
HKMDS,202008,T1104,stat,M110401,公共福利金計劃的個案數目 (註釋 1),Number of cases of Social Security Allowance Scheme (note 1)
HKMDS,202008,T1104,stat,M110402,公共福利金計劃的發放款項 [百萬元],Amount of payment of Social Security Allowance Scheme [$ million]
HKMDS,202008,T1104,stat,M110403,公共福利金計劃的申請個案數目,Number of applications of Social Security Allowance Scheme
HKMDS,202008,T1104,class1,ssa,公共福利金類別,Type of Social Security Allowance
HKMDS,202008,T1104,class1_code,ssa_01,傷殘津貼,Disability Allowance
HKMDS,202008,T1104,class1_code,ssa_02,高齡津貼,Old Age Allowance
HKMDS,202008,T1104,class1_code,ssa_03,長者生活津貼,Old Age Living Allowance
HKMDS,202008,T1104,class1_code,ssa_04,廣東計劃,Guangdong Scheme
HKMDS,202008,T1104,class1_code,ssa_05,福建計劃 (註釋 3),Fujian Scheme (note 3)
HKMDS,202008,T1104,class1_code,ssa_tt,總計,Total
HKMDS,202008,T1104,other_info,note_1,(註釋 1) 在期末的數目。,(note 1) Figures are as at the end of the period.
HKMDS,202008,T1104,other_info,note_2,(註釋 2) 財政年度由4月1日至3月31日。,(note 2) Financial year runs from 1 April to 31 March.
HKMDS,202008,T1104,other_info,note_3,(註釋 3) 福建計劃由2018年4月起實施。,(note 3) The Fujian Scheme was launched in April 2018.
HKMDS,202008,T1104,note_figure,(4),(註釋 4) 包括於該財政年度向公共福利金個案額外發放的一個月福利金。,(note 4) Including the payment of one additional month of allowances to the Social Security Allowance (SSA) cases for the respective financial years.
HKMDS,202008,T1104,note_figure,(5),"(註釋 5) 包括於該財政年度向公共福利金個案額外發放的兩個月福利金，以及根據關愛共享計劃發放款項以補不足4,000元的差額。此外，亦包括向合資格的高額長者生活津貼受惠人補發由2017 年 5月開始的一筆過津貼。","(note 5) Including the payment of two additional months of allowances and the top-up payment to make up to $4,000 under the Caring and Sharing Scheme to the SSA cases for the respective financial year.  Moreover, the disbursement of a one-off grant to eligible recipients of the Higher OALA, with retrospective effect from May 2017 was also included."
HKMDS,202008,T1104,note_figure,(6),(註釋 6) 大部分於2019-20年度向公共福利金個案額外發放的一個月福利金已於2019年6月發放。,(note 6) The majority of the payment of one additional month of allowances to the SSA cases for 2019-20 was made in June 2019.
HKMDS,202008,T1104,note_figure,(7),"(註釋 7) 大部分由財政司司長於2019年8月宣布向公共福利
金個案額外發放的一個月福利金已於2020年1月發放。",(note 7) The majority of the payment of one additional month of allowances to the SSA cases announced by Financial Secretary in August 2019 was made in January 2020.
HKMDS,202008,T1104,note_figure,(8),(註釋 8) 大部分於2020-21年度向公共福利金個案額外發放的一個月福利金已於2020年6月發放。,(note 8) The majority of the payment of one additional month of allowances to the SSA cases for 2020-21 was made in June 2020.
HKMDS,202008,T1104,other_info,source,社會福利署,Social Welfare Department
HKMDS,202008,T1105,table,T1105,表11.5：綜合家庭服務中心處理中的個案,Table 11.5 : Active cases of Integrated Family Service Centres
HKMDS,202008,T1105,stat,M110501,綜合家庭服務中心處理中的個案數目 (期末數字),Number of active cases of Integrated Family Service Centres (as at end of period)
HKMDS,202008,T1105,class1,ifsc,綜合家庭服務中心類別,Type of Integrated Family Service Centres
HKMDS,202008,T1105,class1_code,ifsc_01,受資助非政府機構,Subvented non-governmental organisations
HKMDS,202008,T1105,class1_code,ifsc_02,社會福利署,Social Welfare Department
HKMDS,202008,T1105,class1_code,ifsc_tt,總計,Total
HKMDS,202008,T1105,note_figure,(*),經修訂的數字,Revised figures
HKMDS,202008,T1105,other_info,note_1,(註釋 1) 財政年度由4月1日至3月31日。,(note 1) Financial year runs from 1 April to 31 March.
HKMDS,202008,T1105,other_info,source,社會福利署,Social Welfare Department
HKMDS,202008,T1106,table,T1106,表11.6：安老服務,Table 11.6 : Services for the elderly
HKMDS,202008,T1106,stat,M110601,院舍住院人數 (期末數字),Number of persons enrolled in residential care homes (as at end of period)
HKMDS,202008,T1106,stat,M110602,長者地區中心會員人數 (期末數字),Number of members in District Elderly Community Centres (as at end of period)
HKMDS,202008,T1106,stat,M110603,長者鄰舍中心會員人數 (期末數字),Number of members in Neighbourhood Elderly Centres (as at end of period)
HKMDS,202008,T1106,stat,M110604,長者活動中心會員人數 (期末數字),Number of members in Social Centre for the Elderly (as at end of period)
HKMDS,202008,T1106,stat,M110605,長者日間護理中心／單位登記人數 (期末數字),Number of persons enrolled in Day Care Centres/Units for the Elderly (as at end of period)
HKMDS,202008,T1106,stat,M110606,改善家居及社區照顧服務登記人數 (期末數字),Number of persons enrolled in Enhanced Home and Community Care Services (as at end of period)
HKMDS,202008,T1106,stat,M110607,綜合家居照顧服務登記人數 (期末數字),Number of persons enrolled in Integrated Home Care Services (as at end of period)
HKMDS,202008,T1106,class1,careh,院舍類別,Type of residential care homes
HKMDS,202008,T1106,class1_code,careh_01,長者宿舍,Hostels for the Elderly
HKMDS,202008,T1106,class1_code,careh_02,安老院,Homes for the Aged
HKMDS,202008,T1106,class1_code,careh_03,護理安老院 (註釋 2),Care and Attention Homes for the Elderly (note 2)
HKMDS,202008,T1106,class1_code,careh_04,護養院,Nursing Homes
HKMDS,202008,T1106,other_info,note_1,(註釋 1) 財政年度由4月1日至3月31日。,(note 1) Financial year runs from 1 April to 31 March.
HKMDS,202008,T1106,other_info,note_2,(註釋 2) 包括提供持續照顧的護理安老院宿位。,(note 2) Including Care and Attention Home for the Elderly places providing continuum-of-care.
HKMDS,202008,T1106,note_figure,(*),經修訂的數字,Revised figures
HKMDS,202008,T1106,other_info,source,社會福利署,Social Welfare Department
HKMDS,202008,T1107,table,T1107,表11.7：罪案統計數字,Table 11.7 : Statistics of crimes
HKMDS,202008,T1107,stat,M110701,舉報個案數目,Cases reported  
HKMDS,202008,T1107,stat,M110702,被捕人數,Persons arrested
HKMDS,202008,T1107,stat,M110703,廉政公署處理的賄賂及貪污投訴個案數目 (註釋 2) (註釋 3),Number of bribery and corruption complaints handled by Independent Commission Against Corruption (note 2) (note 3)
HKMDS,202008,T1107,stat,M110704,警務處處理的賄賂及貪污投訴個案數目 (註釋 3),Number of bribery and corruption complaints handled by the Hong Kong Police Force (note 3)
HKMDS,202008,T1107,stat,M110705,廉政公署處理的賄賂及貪污案件的檢控數字 (註釋 4),Number of prosecutions of bribery and corruption cases handled by Independent Commission Against Corruption (note 4)
HKMDS,202008,T1107,stat,M110706,警務處處理的賄賂及貪污案件的檢控數字 (註釋 4),Number of prosecutions of bribery and corruption cases handled by the Hong Kong Police Force (note 4)
HKMDS,202008,T1107,class1,crime,罪案,Crime
HKMDS,202008,T1107,class1_code,crime_01,暴力罪案,Violent crime
HKMDS,202008,T1107,class1_code,crime_02,非暴力罪案,Non-violent crime
HKMDS,202008,T1107,class1_code,crime_03,總計（警方案件）,Total (Police cases)
HKMDS,202008,T1107,class1_code,crime_0101,暴力罪案 - 強姦,Violent crime - Rape
HKMDS,202008,T1107,class1_code,crime_0102,暴力罪案 - 非禮,Violent crime - Indecent assault
HKMDS,202008,T1107,class1_code,crime_0103,暴力罪案 - 謀殺及誤殺,Violent crime - Murder and manslaughter
HKMDS,202008,T1107,class1_code,crime_0104,暴力罪案 - 意圖謀殺,Violent crime - Attempted murder
HKMDS,202008,T1107,class1_code,crime_0105,暴力罪案 - 傷人,Violent crime - Wounding
HKMDS,202008,T1107,class1_code,crime_0106,暴力罪案 - 嚴重毆打,Violent crime - Serious assault
HKMDS,202008,T1107,class1_code,crime_0107,暴力罪案 - 襲警,Violent crime - Assault on police
HKMDS,202008,T1107,class1_code,crime_0108,暴力罪案 - 綁架及拐帶兒童,Violent crime - Kidnapping and child stealing
HKMDS,202008,T1107,class1_code,crime_0109,暴力罪案 - 虐待兒童,Violent crime - Cruelty to child
HKMDS,202008,T1107,class1_code,crime_0110,暴力罪案 - 刑事恐嚇,Violent crime - Criminal intimidation
HKMDS,202008,T1107,class1_code,crime_0111,暴力罪案 - 使用槍械行劫,Violent crime - Robbery with firearms/arms
HKMDS,202008,T1107,class1_code,crime_0112,暴力罪案 - 使用類似手槍物體行劫,Violent crime - Robbery with pistol-like objects
HKMDS,202008,T1107,class1_code,crime_0113,暴力罪案 - 其他行劫,Violent crime - Other robberies
HKMDS,202008,T1107,class1_code,crime_0114,暴力罪案 - 嚴重爆竊,Violent crime - Aggravated burglary
HKMDS,202008,T1107,class1_code,crime_0115,暴力罪案 - 勒索,Violent crime - Blackmail
HKMDS,202008,T1107,class1_code,crime_0116,暴力罪案 - 縱火,Violent crime - Arson
HKMDS,202008,T1107,class1_code,crime_01tt,暴力罪案 - 暴力罪案總計,Violent crime - Violent crime total
HKMDS,202008,T1107,class1_code,crime_0201,非暴力罪案 - 爆竊,Non-violent crime - Burglary
HKMDS,202008,T1107,class1_code,crime_0202,非暴力罪案 - 搶掠,Non-violent crime - Snatching
HKMDS,202008,T1107,class1_code,crime_0203,非暴力罪案 - 扒竊,Non-violent crime - Pickpocketing
HKMDS,202008,T1107,class1_code,crime_0204,非暴力罪案 - 店鋪盜竊,Non-violent crime - Shop theft
HKMDS,202008,T1107,class1_code,crime_0205,非暴力罪案 - 車輛內盜竊,Non-violent crime - Theft from vehicle
HKMDS,202008,T1107,class1_code,crime_0206,非暴力罪案 - 擅自取去交通工具,Non-violent crime - Taking conveyance without authority 
HKMDS,202008,T1107,class1_code,crime_0207,非暴力罪案 - 其他盜竊,Non-violent crime - Other thefts
HKMDS,202008,T1107,class1_code,crime_0208,非暴力罪案 - 接贓,Non-violent crime - Handling stolen goods
HKMDS,202008,T1107,class1_code,crime_0209,非暴力罪案 - 詐騙及偽造,"Non-violent crime - Deception, fraud and forgery"
HKMDS,202008,T1107,class1_code,crime_0210,非暴力罪案 - 色情罪行（強姦及非禮除外）,Non-violent crime - Sexual offences other than rape and indecent assault
HKMDS,202008,T1107,class1_code,crime_0211,非暴力罪案 - 嚴重毒品罪行 (註釋 1),Non-violent crime - Serious drug offences (note 1)
HKMDS,202008,T1107,class1_code,crime_0212,非暴力罪案 - 嚴重非法入境罪行,Non-violent crime - Serious immigration offences 
HKMDS,202008,T1107,class1_code,crime_0213,非暴力罪案 - 刑事毀壞,Non-violent crime - Criminal damage
HKMDS,202008,T1107,class1_code,crime_0214,非暴力罪案 - 非法會社罪行,Non-violent crime - Unlawful society offences
HKMDS,202008,T1107,class1_code,crime_0215,非暴力罪案 - 藏有槍械／彈藥／攻擊性武器,Non-violent crime - Possession of arms/ammunition/offensive weapon
HKMDS,202008,T1107,class1_code,crime_0216,非暴力罪案 - 其他罪行,Non-violent crime - Other crimes
HKMDS,202008,T1107,class1_code,crime_02tt,非暴力罪案 - 非暴力罪案總計,Non-violent crime - Non-violent crime total
HKMDS,202008,T1107,other_info,note_G1,由於某些案件在獲得進一步資料後被重新界定分類，季度數字的總和與年度總數未必相同。,The sum of the quarterly figures may differ from the annual figures since cases may be reclassified upon receipt of further information.
HKMDS,202008,T1107,other_info,note_1,(註釋 1) 只包括向警方舉報的案件／被警方拘捕的人數。,(note 1) Refer to cases reported to/persons arrested by Police only.
HKMDS,202008,T1107,other_info,note_2,(註釋 2) 數字包括所有廉政公署處理的可追查案件。,(note 2) Figures include all the pursuable cases handled by the Independent Commission Against Corruption.
HKMDS,202008,T1107,other_info,note_3,(註釋 3) 由於單一貪污舉報可能包含多宗涉及不同政府部門／公共機構／行業的投訴，署方會以投訴數字取代舉報數字，從而更清晰地反映貪污情況。,"(note 3) The corruption complaint figures (instead of corruption report figures, as a corruption report may contain multiple complaints in respect of different government departments/public bodies/industries) are presented to reflect more clearly the corruption situation."
HKMDS,202008,T1107,other_info,note_4,(註釋 4) 上述數字為檢控數字。倘若同一名人士在不同案件被檢控，上述數字亦會按其被檢控的次數計算。,"(note 4) Figures refer to the number of prosecutions.  If a person is prosecuted in different cases, the figures will take into account the number of prosecutions made against that person."
HKMDS,202008,T1107,note_figure,(*),經修訂的數字,Revised figures
HKMDS,202008,T1107,other_info,source,香港警務處；廉政公署,Hong Kong Police Force; Independent Commission Against Corruption
HKMDS,202008,T1108,table,T1108,表11.8：按地點劃分的主要文化場地使用率,Table 11.8 : Usage rates of major cultural venues by location
HKMDS,202008,T1108,stat,M110801,主要文化場地使用率 [百分比],Usage rates of major cultural venues [Percentage]
HKMDS,202008,T1108,class1,venue,場地,Venue
HKMDS,202008,T1108,class2,ventype,場館類別,Type of venue
HKMDS,202008,T1108,class1_code,venue_01,香港大會堂,Hong Kong City Hall
HKMDS,202008,T1108,class1_code,venue_02,香港文化中心,Hong Kong Cultural Centre
HKMDS,202008,T1108,class1_code,venue_03,高山劇場,Ko Shan Theatre
HKMDS,202008,T1108,class1_code,venue_04,伊利沙伯體育館,Queen Elizabeth Stadium
HKMDS,202008,T1108,class1_code,venue_05,香港體育館,Hong Kong Coliseum
HKMDS,202008,T1108,class1_code,venue_06,香港太空館,Hong Kong Space Museum
HKMDS,202008,T1108,class1_code,venue_07,上環文娛中心,Sheung Wan Civic Centre
HKMDS,202008,T1108,class1_code,venue_08,牛池灣文娛中心,Ngau Chi Wan Civic Centre
HKMDS,202008,T1108,class1_code,venue_09,西灣河文娛中心,Sai Wan Ho Civic Centre
HKMDS,202008,T1108,class1_code,venue_10,香港科學館,Hong Kong Science Museum
HKMDS,202008,T1108,class1_code,venue_11,香港視覺藝術中心,Hong Kong Visual Arts Centre
HKMDS,202008,T1108,class1_code,venue_12,油麻地戲院,Yau Ma Tei Theatre
HKMDS,202008,T1108,class1_code,venue_13,荃灣大會堂,Tsuen Wan Town Hall
HKMDS,202008,T1108,class1_code,venue_14,屯門大會堂,Tuen Mun Town Hall
HKMDS,202008,T1108,class1_code,venue_15,北區大會堂,North District Town Hall
HKMDS,202008,T1108,class1_code,venue_16,大埔文娛中心,Tai Po Civic Centre
HKMDS,202008,T1108,class1_code,venue_17,沙田大會堂,Sha Tin Town Hall
HKMDS,202008,T1108,class1_code,venue_18,葵青劇院,Kwai Tsing Theatre
HKMDS,202008,T1108,class1_code,venue_19,元朗劇院,Yuen Long Theatre
HKMDS,202008,T1108,class2_code,ventype_01,音樂廳,Concert Hall
HKMDS,202008,T1108,class2_code,ventype_02,劇院,Theatre
